"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","decimalLongitude.1","decimalLatitude.1","optional"
"12665","Myrciaria floribunda","BR","Minas Gerais","Chapada da Canga",-43.376389,-20.135556,NA,2996053022,"Myrtaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.376389,-20.135556,TRUE
"12697","Croton urucurana","BR","Minas Gerais","Parque florestal estadual do Rio doce.",-42.616667,-19.783333,NA,2996055309,"Euphorbiaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",-42.616667,-19.783333,TRUE
"13454","Myrciaria floribunda","BR","Minas Gerais","Serra da Caraça. Estrada entre Catas Altas e Mariana.",-43.431389,-20.163056,NA,2996061122,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.431389,-20.163056,TRUE
"13460","Myrciaria cuspidata","BR","Minas Gerais","Estrada de terra para o Morro do Pilar.",-43.296667,-19.309722,NA,2996061136,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.296667,-19.309722,TRUE
"13461","Eugenia flavescens","BR","Minas Gerais","Estrada de terra para o Morro do Pilar.",-43.332778,-19.2475,NA,2996061137,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.332778,-19.2475,TRUE
"13462","Psidium myrtoides","BR","Minas Gerais","Estrada de terra para o Morro do Pilar.",-43.326667,-19.346111,NA,2996061141,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.326667,-19.346111,TRUE
"13463","Siphoneugena densiflora","BR","Minas Gerais","Trilha para Cabeça de Boi.",-43.343056,-19.409444,NA,2996061147,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.343056,-19.409444,TRUE
"13559","Senna alata","BR","Minas Gerais","8 Km após Carmésia, na estrada Carmésia/Morro do Pilar",-43.166667,-19.1,NA,2996061691,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.166667,-19.1,TRUE
"13975","Copaifera langsdorffii","BR","Minas Gerais","Parque Florestal Estadual do Rio Doce. Lagoa Don Elvécio",-42.616667,-19.8,NA,2996066484,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",-42.616667,-19.8,TRUE
"14044","Myrciaria glanduliflora","BR","Minas Gerais","Fazenda na margem da rodovia entre Serro e Santo Antônio do Itambé, próximo à Serro.",-43.344167,-18.571389,NA,2996066953,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.344167,-18.571389,TRUE
"14079","Diplotropis ferruginea","BR","Minas Gerais","Fazenda na margem da rodovia entre Serro e Santo Antônio do Itambé, próximo à Serro.",-43.344167,-18.571389,NA,2996067066,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.344167,-18.571389,TRUE
"14432","Guatteria villosissima","BR","Minas Gerais","Parque Florestal Estadual do Rio Doce. Lagoa Don Elvécio",-42.616667,-19.8,NA,2996070343,"Annonaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",-42.616667,-19.8,TRUE
"14875","Copaifera langsdorffii","BR","Minas Gerais","Parque Florestal do Rio Doce. Lagoa Don Elvécio",-42.616667,-19.8,NA,2996074028,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",-42.616667,-19.8,TRUE
"15075","Siphoneugena densiflora","BR","Minas Gerais","Parcela 24 para os estudos do EIA do Mireduto Morro do Pilar/MG - Linhares/ES.",-43.269444,-19.196667,NA,2996077413,"Myrtaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.269444,-19.196667,TRUE
"15076","Siphoneugena densiflora","BR","Minas Gerais","Parcela 24 para os estudos do EIA do Mireduto Morro do Pilar/MG - Linhares/ES.",-43.171667,-19.154444,NA,2996077412,"Myrtaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","ALCB","ALCB",-43.171667,-19.154444,TRUE
"15789","Cecropia pachystachya","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.6,-19.73,1,2235950420,"Urticaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","US","US",-42.6,-19.73,TRUE
"15845","Chamaecrista ensiformis","BR","Minas Gerais","Estadual do Rio Doce Park",-42.6,-19.77,1,1319558235,"Fabaceae","VARIETY",NA,1975,"PRESERVED_SPECIMEN","US","US",-42.6,-19.77,TRUE
"15859","Siparuna reginae","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.48,-19.78,1,2236086332,"Siparunaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","US","US",-42.48,-19.78,TRUE
"16054","Senna silvestris","BR","","Serra do Caraça, caminho pra Cascatinha.",-43.48,-20.1,NA,912634482,"Fabaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","K","Herbarium",-43.48,-20.1,TRUE
"16064","Andira ormosioides","BR","","Estação Biológica de Caatinha. Fazenda Montes Claros. 400km East of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,912669763,"Fabaceae","SPECIES",0.2,1985,"PRESERVED_SPECIMEN","K","Herbarium",-41.83,-19.83,TRUE
"16068","Symplocos microstyla","BR","","Serra do Caraça. Parque do Caraça on the trail to Pico Inficionado.",-43.46,-20.14,NA,1024567650,"Symplocaceae","SPECIES",0.2,2004,"PRESERVED_SPECIMEN","K","Herbarium",-43.46,-20.14,TRUE
"16077","Machaerium caratinganum","BR","","Estação Biológica de Caratinga. fazenda Montes Claros. 400km Easr of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,1051226395,"Fabaceae","SPECIES",NA,1988,"PRESERVED_SPECIMEN","K","Herbarium",-41.83,-19.83,TRUE
"16112","Vataireopsis araroba","BR","","State: Espirito Santo. Mun: Linhares. Reserva Florestal, Linhares.",-40.05,-19.23,NA,912068397,"Fabaceae","SPECIES",0.2,1993,"PRESERVED_SPECIMEN","K","Spirit Collection",-40.05,-19.23,TRUE
"16125","Rudgea coronata","BR","","Santa Teresa, Estr. 25 de Julho, terreno de Fracalossi",-40.67,-19.83,NA,912081789,"Rubiaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","K","Herbarium",-40.67,-19.83,TRUE
"16127","Rudgea jasminoides","BR","","Santa Teresa, Country Club",-40.6,-19.92,NA,912081888,"Rubiaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","K","Herbarium",-40.6,-19.92,TRUE
"16188","Myrcia multiflora","BR","","Parque Natural do Caraca.",-43.5,-20.13,NA,912287088,"Myrtaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","K","Herbarium",-43.5,-20.13,TRUE
"16218","Myrcia lacunosa","BR","","Parque Florestal do Rio Doce, reves do Belem.",-42.88,-20.25,NA,912293784,"Myrtaceae","SPECIES",NA,1973,"PRESERVED_SPECIMEN","K","Herbarium",-42.88,-20.25,TRUE
"16230","Myrcia guianensis","BR","","Perto da estrada para Coluna. BR 120.",-42.82,-18.22,NA,912294440,"Myrtaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",-42.82,-18.22,TRUE
"16285","Hymenolobium janeirense","BR","","Estação Biológica de Caratinga (E.B.C.) (Fazenda Montes Claros). 400km East of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,912669381,"Fabaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",-41.83,-19.83,TRUE
"16291","Dalbergia foliolosa","BR","","Estação Biológica de Caratinga (E.B.C.). (Fazenda Montes Claros). 400km East of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,1051225879,"Fabaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",-41.83,-19.83,TRUE
"16310","Lychnophora pinaster","BR","","Parque Natural do Caraça. Trilha em direção ao Pico da Carapuça.",-43.47,-20.1,NA,1252635464,"Asteraceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","K","Herbarium",-43.47,-20.1,TRUE
"16333","Alatococcus siqueirae","BR","","Linhares, prvoacao a Linhares beira rio",-39.83,-19.55,NA,1703256361,"Sapindaceae","SPECIES",0.2,2011,"PRESERVED_SPECIMEN","K","Herbarium",-39.83,-19.55,TRUE
"16350","Rudgea jasminoides","BR","","Santa Teresa, Est. Biol. da Caixa D'agua",-40.6,-19.92,NA,912081908,"Rubiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","K","Herbarium",-40.6,-19.92,TRUE
"16351","Rudgea jasminoides","BR","","Santa Teresa, Morro do Loteamento Jardim das Montanhas",-40.6,-19.92,NA,912081926,"Rubiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","K","Herbarium",-40.6,-19.92,TRUE
"16462","Myrcia guianensis","BR","","Serra do Cipo. Km 123 Belo Horizonte-Conceicao do Mato Dentro",-43.42,-19.17,NA,912295082,"Myrtaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",-43.42,-19.17,TRUE
"16486","Kielmeyera coriacea","BR","Minas Gerais","Morro da Pedras, ca. 37 km N.E. of Patrocínio",-43.248576,-19.948004,NA,1930480716,"Calophyllaceae","SPECIES",5000,1970,"PRESERVED_SPECIMEN","NY","NY",-43.248576,-19.948004,TRUE
"16491","Toulicia patentinervis","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Guapuruvu, ant. 231-A, km 1, 328, lado esquerdo.",-40.071853011446,-19.3949002236543,NA,1930627805,"Sapindaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"16522","Vantanea obovata","BR","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",-43.4,-18.87,NA,1928849288,"Humiriaceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",-43.4,-18.87,TRUE
"16560","Qualea multiflora","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Gáveá, ant. X-2, km 15,420, T. 306, lado esquerdo",-40.071853011446,-19.3949002236543,NA,1929761287,"Vochysiaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"16574","Chusquea nutans","BR","Minas Gerais","Parque Natural e Santuário do Caraça, along creek that flows into Rio Caraça, near the Piscina",-42.37,-19.97,NA,1929066759,"Poaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","NY","NY",-42.37,-19.97,TRUE
"16592","Inga subnuda","BR","Espírito Santo","Reserva Florestal da CVRD; Estrada 243",-40.071853011446,-19.3949002236543,NA,1929465812,"Fabaceae","SUBSPECIES",NA,1985,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"16593","Tabebuia stenocalyx","BR","Espírito Santo","Reserva Florestal da CVRD. Próximo à casa do guarda, aceiro com Eucalyptus.",-40.071853011446,-19.3949002236543,NA,1929527800,"Bignoniaceae","SPECIES",NA,1987,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"16689","Vernonanthura divaricata","BR","Minas Gerais","State Agricultural School.",-42.868031,-20.761343,NA,1927888223,"Asteraceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868031,-20.761343,TRUE
"16748","Inga sessilis","BR","Minas Gerais","Serra do Espinhaço, on middle slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto",-43.505833,-20.3874,NA,1930051267,"Fabaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-43.505833,-20.3874,TRUE
"16773","Simira glaziovii","BR","Espírito Santo","Reserva Florestal de Linhares. Estrada Flamengo, km. 19,146. Próxima a uma Farinha seca",-40.071853011446,-19.3949002236543,NA,1930494967,"Rubiaceae","SPECIES",NA,1980,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"16787","Miconia fasciculata","BR","Espírito Santo","Entrada da trilha para o Alto Misterioso. Em frente ao cafezal. Arbustaria.",-40.76863,-19.8038,NA,1929796617,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","NY","NY",-40.76863,-19.8038,TRUE
"16824","Guarea blanchetii","BR","Espírito Santo","Forest behind Faz. Lagoa Nova, reached by 2 km of dirt rd. turning left at 23 km from bridge at W edge of Linhares on rd. to Bananal",-40.2,-19.28,NA,1930663810,"Meliaceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","NY","NY",-40.2,-19.28,TRUE
"16844","Pleroma fragae","BR","Espírito Santo","Alto Moacir, Pedra de Cruzeiro, propr. Landislau.",-40.5508,-19.3481,NA,1931108623,"Melastomataceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","NY","NY",-40.5508,-19.3481,TRUE
"16878","Pera glabrata","BR","Espírito Santo","15 de Agosto. Terreno de G. Pazollini. Estrada para o alto da serra.",-40.6889,-19.8025,NA,1928395736,"Peraceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","NY","NY",-40.6889,-19.8025,TRUE
"16908","Albizia lebbeck","BR","Minas Gerais","Parque Estadual do Rio Doce, Marliéria, estrada Restaurante-Laboratório, perto Laboratório",-42.62,-19.77,NA,1930008438,"Fabaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","NY","NY",-42.62,-19.77,TRUE
"16920","Bauhinia rufa","BR","Minas Gerais","Parque Estadual do Rio Doce. Folha SE-23-Z-D. Ponto 288",-42.62,-19.78,NA,1930353901,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",-42.62,-19.78,TRUE
"16939","Solanum decorum","BR","Minas Gerais","Serra do Caraça, póximo à cascatinha.",-43.4154792631713,-19.9632093958864,NA,1929715871,"Solanaceae","SPECIES",33136,1997,"PRESERVED_SPECIMEN","NY","NY",-43.4154792631713,-19.9632093958864,TRUE
"16973","Vochysia tucanorum","BR","Minas Gerais","Caraça",-43.488109,-20.098789,NA,1930389482,"Vochysiaceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",-43.488109,-20.098789,TRUE
"16982","Cariniana parvifolia","BR","Espírito Santo","Reserva Florestal da CVRD. Area de capoeira no MME",-40.07,-19.38,NA,1928097819,"Lecythidaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-40.07,-19.38,TRUE
"17038","Trichilia quadrijuga","BR","Espírito Santo","Estrada de Linhares para o Pontal do Vale, ca. 8.1 após o viaduto, ramal à direita para Povoação. Ca. 27.8 km da estrada.",-39.8875,-19.506111,NA,1929429325,"Meliaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","NY","NY",-39.8875,-19.506111,TRUE
"17060","Couratari asterophora","BR","Espírito Santo","Reserva Florestal da CVRD. Est. Baba de Boi, ant. 161, A6, km 0,179. L. direito",-40.07,-19.42,NA,1928926353,"Lecythidaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-40.07,-19.42,TRUE
"17065","Emmotum nitens","BR","Minas Gerais","Caratinga. Estacao Biologica de Caratinga.",-41.83,-19.67,NA,1929085136,"Metteniusaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"17149","Ladenbergia hexandra","BR","Espírito Santo","Reserva Florestal de Linhares. Estrada Flamengo, km: 5,303",-40.071853011446,-19.3949002236543,NA,1928320941,"Rubiaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"17155","Ficus obtusifolia","BR","Minas Gerais","Rio Santo Antônio.",-43.4248788829597,-19.0409924221712,NA,1928423038,"Moraceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","NY","NY",-43.4248788829597,-19.0409924221712,TRUE
"17173","Maprounea guianensis","BR","Minas Gerais","Viçosa; UFV; Reserva Florestal do Paraíso",-42.8818438826343,-20.758024038568,NA,1928875207,"Euphorbiaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","NY","NY",-42.8818438826343,-20.758024038568,TRUE
"17211","Tapirira guianensis","BR","Espírito Santo","Povoaçao",-40.071853011446,-19.3949002236543,NA,1929549149,"Anacardiaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"17286","Croton salutaris","BR","Minas Gerais","South-eastern drainage of Pico de Itambé, about 5km directly west and north of Santo Antônio de Itambé",-43.351,-18.4489,NA,1930224105,"Euphorbiaceae","SPECIES",10000,1972,"PRESERVED_SPECIMEN","NY","NY",-43.351,-18.4489,TRUE
"17312","Miconia fasciculata","BR","Espírito Santo","Trilha para o Alto Misterioso. Arbustaria.",-40.77027,-19.80355,NA,1928168826,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","NY","NY",-40.77027,-19.80355,TRUE
"17314","Protium warmingianum","BR","Espírito Santo","Liberdade, Prop. Lorenccini Deoclécio",-40.516,-19.35428,NA,1928182279,"Burseraceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","NY","NY",-40.516,-19.35428,TRUE
"17375","Pouteria guianensis","BR","Minas Gerais","PARQUE ESTADUAL DO RIO DOCE. On peninsula at Lake Helvécio near ""Casa de Tábua"" guest house.",-42.6,-19.77,NA,1928352534,"Sapotaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","NY","NY",-42.6,-19.77,TRUE
"17435","Senna macranthera","BR","Minas Gerais","Palácio, Serra do Cipó, km 135 (ca. 150 km N. of Belo Horizonte).",-43.38,-18.82,NA,1930073069,"Fabaceae","VARIETY",5000,1968,"PRESERVED_SPECIMEN","NY","NY",-43.38,-18.82,TRUE
"17538","Cassia ferruginea","BR","Minas Gerais","Serra do Cipó, km 171, próximo à cidade de Conceiçao do Mato Dentro",-43.4248788829597,-19.0409924221712,NA,1929719560,"Fabaceae","SPECIES",60318,1978,"PRESERVED_SPECIMEN","NY","NY",-43.4248788829597,-19.0409924221712,TRUE
"17642","Miconia chartacea","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.",-40.5911,-19.9086,NA,1931092410,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",-40.5911,-19.9086,TRUE
"17689","Rudgea jasminoides","BR","Minas Gerais","Atlantic forest, Caratinga. Estacao Biologica de Caratinga.",-41.83,-19.67,NA,1928815082,"Rubiaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"17803","Ladenbergia hexandra","BR","Espírito Santo","Reserva Florestal de Linhares. Estrada Flamengo, km: 5,303",-40.071853011446,-19.3949002236543,NA,1931108476,"Rubiaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"17825","Cariniana parvifolia","BR","Espírito Santo","Reserva Florestal da CVRD. Area de capoeira no MME",-40.07,-19.38,NA,1928124882,"Lecythidaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-40.07,-19.38,TRUE
"17829","Miconia prasina","BR","Espírito Santo","Começo da trilha para o Alto Misterioso. Em frente ao cafezal. Arbustaria.",-40.76863,-19.8038,NA,1929302233,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","NY","NY",-40.76863,-19.8038,TRUE
"17833","Senna multijuga","BR","Minas Gerais","State Agricultural School, Viçosa",-42.868031,-20.761343,NA,1928311794,"Fabaceae","VARIETY",NA,1959,"PRESERVED_SPECIMEN","NY","NY",-42.868031,-20.761343,TRUE
"17863","Lecythis lurida","BR","Espírito Santo","Reserva Florestal de Linhares - CVRD. próximo a Estrada 226 Talhao 203",-40.0703,-19.3842,NA,1930556151,"Lecythidaceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",-40.0703,-19.3842,TRUE
"17867","Bathysa nicholsonii","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868031,-20.761343,NA,1929556262,"Rubiaceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868031,-20.761343,TRUE
"17872","Pilocarpus riedelianus","BR","Espírito Santo","Reserva Natural da CVRD. Ao lado do Aceiro do Novo Pomar.",-40.071853011446,-19.3949002236543,NA,1930747044,"Rutaceae","SPECIES",NA,1995,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"17933","Lecythis lurida","BR","Minas Gerais","Parque Est. Rio Doce",-42.7319,-19.7131,NA,1931040210,"Lecythidaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","NY","NY",-42.7319,-19.7131,TRUE
"17979","Lychnophora salicifolia","BR","Minas Gerais","Serra do Cipó, ca. km. 109 (ca. 134km N. of Belo Horizonte).",-43.4,-18.97,NA,1928278258,"Asteraceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",-43.4,-18.97,TRUE
"18062","Qualea magna","BR","Espírito Santo","Est. FLAMENGO, ant. X-1, km 1.190, lado esquerdo. Reserva Florestal de CVRD",-40.071853011446,-19.3949002236543,NA,1930470829,"Vochysiaceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"18101","Molopanthera paniculata","BR","Espírito Santo","Reserva Florestal de Linhares. Estrada Boleira, km. 0,3",-40.071853011446,-19.3949002236543,NA,1927900916,"Rubiaceae","VARIETY",NA,1991,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"18118","Campomanesia rufa","BR","Minas Gerais","Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).",-43.38,-18.82,NA,1928145170,"Myrtaceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",-43.38,-18.82,TRUE
"18119","Mabea fistulifera","BR","Minas Gerais","Estação Biológica de Caratinga.",-41.83,-19.67,NA,1928159526,"Euphorbiaceae","SUBSPECIES",NA,1984,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"18177","Pleroma fragae","BR","Espírito Santo","Distrito de 25 de Julho, localidade Bela Vista",-40.570928,-19.76774,NA,1929332750,"Melastomataceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","NY","NY",-40.570928,-19.76774,TRUE
"18198","Apuleia leiocarpa","BR","Minas Gerais","Caratinga, Estacao Biologica de Caratinga.",-41.83,-19.67,NA,1930998838,"Fabaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",-41.83,-19.67,TRUE
"18204","Qualea magna","BR","Espírito Santo","Reserva Florestal de CVRD. Est. BICUIBA, ant. 162, km 1,925, talhao 605, lado esquerdo",-40.071853011446,-19.3949002236543,NA,1930024087,"Vochysiaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"18251","Mimosa bimucronata","BR","Minas Gerais","Serra do Espinhaço, ca. 3 km N. of Mariana, road to Santa Bárbara",-43.418056,-20.37495,NA,1928736557,"Fabaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",-43.418056,-20.37495,TRUE
"18269","Platypodium elegans","BR","Minas Gerais","4 km. N. of Teixeiras on road to Ponte Nova.",-42.8568420854981,-20.6549222475814,NA,1928036832,"Fabaceae","SUBSPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.8568420854981,-20.6549222475814,TRUE
"18271","Aloysia virgata","BR","Minas Gerais","State Agricultural School, Viçosa",-42.868031,-20.761343,NA,1928072066,"Verbenaceae","VARIETY",NA,1958,"PRESERVED_SPECIMEN","NY","NY",-42.868031,-20.761343,TRUE
"18330","Clusia criuva","BR","Minas Gerais","Serra do Espinhaço, summit and upper slopes, south side of Serra da Piedade, ca. 5 km N. of Caeté",-43.49265,-20.1263,NA,1930365722,"Clusiaceae","SUBSPECIES",10000,1971,"PRESERVED_SPECIMEN","NY","NY",-43.49265,-20.1263,TRUE
"18406","Senna silvestris","BR","Minas Gerais","Serra do Espinhaço, Serra dos Três Irmãos, ca. 3 km southwest of Agua Boa, road to Jequitaí",-42.3894,-17.99645,NA,1928541420,"Fabaceae","VARIETY",5000,1969,"PRESERVED_SPECIMEN","NY","NY",-42.3894,-17.99645,TRUE
"18409","Simira glaziovii","BR","Espírito Santo","Reserva Florestal de Linhares. Estrada Peroba Amarela, km. 0,55",-40.071853011446,-19.3949002236543,NA,1931131192,"Rubiaceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","NY","NY",-40.071853011446,-19.3949002236543,TRUE
"18488","Eremanthus glomerulatus","BR","Minas Gerais","2 km from Chapeu do Sol, Serra do Cipó",-43.4248788829597,-19.0409924221712,NA,1930193959,"Asteraceae","SPECIES",NA,1980,"PRESERVED_SPECIMEN","NY","NY",-43.4248788829597,-19.0409924221712,TRUE
