"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","geometry"
"100","Eugenia flavescens","BR","Minas Gerais","Estrada de terra para o Morro do Pilar.",-43.332778,-19.2475,NA,2996061137,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.332778, -19.2475)
"101","Psidium myrtoides","BR","Minas Gerais","Estrada de terra para o Morro do Pilar.",-43.326667,-19.346111,NA,2996061141,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.326667, -19.346111)
"102","Siphoneugena densiflora","BR","Minas Gerais","Trilha para Cabeça de Boi.",-43.343056,-19.409444,NA,2996061147,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.343056, -19.409444)
"103","Senna alata","BR","Minas Gerais","8 Km após Carmésia, na estrada Carmésia/Morro do Pilar",-43.166667,-19.1,NA,2996061691,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.166667, -19.1)
"104","Copaifera langsdorffii","BR","Minas Gerais","Parque Florestal Estadual do Rio Doce. Lagoa Don Elvécio",-42.616667,-19.8,NA,2996066484,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-42.616667, -19.8)
"105","Myrciaria glanduliflora","BR","Minas Gerais","Fazenda na margem da rodovia entre Serro e Santo Antônio do Itambé, próximo à Serro.",-43.344167,-18.571389,NA,2996066953,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.344167, -18.571389)
"106","Diplotropis ferruginea","BR","Minas Gerais","Fazenda na margem da rodovia entre Serro e Santo Antônio do Itambé, próximo à Serro.",-43.344167,-18.571389,NA,2996067066,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.344167, -18.571389)
"107","Guatteria villosissima","BR","Minas Gerais","Parque Florestal Estadual do Rio Doce. Lagoa Don Elvécio",-42.616667,-19.8,NA,2996070343,"Annonaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-42.616667, -19.8)
"108","Copaifera langsdorffii","BR","Minas Gerais","Parque Florestal do Rio Doce. Lagoa Don Elvécio",-42.616667,-19.8,NA,2996074028,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-42.616667, -19.8)
"109","Siphoneugena densiflora","BR","Minas Gerais","Parcela 24 para os estudos do EIA do Mireduto Morro do Pilar/MG - Linhares/ES.",-43.269444,-19.196667,NA,2996077413,"Myrtaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.269444, -19.196667)
"110","Siphoneugena densiflora","BR","Minas Gerais","Parcela 24 para os estudos do EIA do Mireduto Morro do Pilar/MG - Linhares/ES.",-43.171667,-19.154444,NA,2996077412,"Myrtaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","ALCB","ALCB",c(-43.171667, -19.154444)
"111","Cecropia pachystachya","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.6,-19.73,1,2235950420,"Urticaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","US","US",c(-42.6, -19.73)
"112","Chamaecrista ensiformis","BR","Minas Gerais","Estadual do Rio Doce Park",-42.6,-19.77,1,1319558235,"Fabaceae","VARIETY",NA,1975,"PRESERVED_SPECIMEN","US","US",c(-42.6, -19.77)
"113","Siparuna reginae","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.48,-19.78,1,2236086332,"Siparunaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","US","US",c(-42.48, -19.78)
"114","Senna silvestris","BR","","Serra do Caraça, caminho pra Cascatinha.",-43.48,-20.1,NA,912634482,"Fabaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","K","Herbarium",c(-43.48, -20.1)
"115","Andira ormosioides","BR","","Estação Biológica de Caatinha. Fazenda Montes Claros. 400km East of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,912669763,"Fabaceae","SPECIES",0.2,1985,"PRESERVED_SPECIMEN","K","Herbarium",c(-41.83, -19.83)
"116","Symplocos microstyla","BR","","Serra do Caraça. Parque do Caraça on the trail to Pico Inficionado.",-43.46,-20.14,NA,1024567650,"Symplocaceae","SPECIES",0.2,2004,"PRESERVED_SPECIMEN","K","Herbarium",c(-43.46, -20.14)
"117","Machaerium caratinganum","BR","","Estação Biológica de Caratinga. fazenda Montes Claros. 400km Easr of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,1051226395,"Fabaceae","SPECIES",NA,1988,"PRESERVED_SPECIMEN","K","Herbarium",c(-41.83, -19.83)
"118","Vataireopsis araroba","BR","","State: Espirito Santo. Mun: Linhares. Reserva Florestal, Linhares.",-40.05,-19.23,NA,912068397,"Fabaceae","SPECIES",0.2,1993,"PRESERVED_SPECIMEN","K","Spirit Collection",c(-40.05, -19.23)
"119","Rudgea coronata","BR","","Santa Teresa, Estr. 25 de Julho, terreno de Fracalossi",-40.67,-19.83,NA,912081789,"Rubiaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","K","Herbarium",c(-40.67, -19.83)
"120","Rudgea jasminoides","BR","","Santa Teresa, Country Club",-40.6,-19.92,NA,912081888,"Rubiaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","K","Herbarium",c(-40.6, -19.92)
"121","Myrcia multiflora","BR","","Parque Natural do Caraca.",-43.5,-20.13,NA,912287088,"Myrtaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","K","Herbarium",c(-43.5, -20.13)
"122","Myrcia lacunosa","BR","","Parque Florestal do Rio Doce, reves do Belem.",-42.88,-20.25,NA,912293784,"Myrtaceae","SPECIES",NA,1973,"PRESERVED_SPECIMEN","K","Herbarium",c(-42.88, -20.25)
"123","Myrcia guianensis","BR","","Perto da estrada para Coluna. BR 120.",-42.82,-18.22,NA,912294440,"Myrtaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",c(-42.82, -18.22)
"124","Hymenolobium janeirense","BR","","Estação Biológica de Caratinga (E.B.C.) (Fazenda Montes Claros). 400km East of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,912669381,"Fabaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",c(-41.83, -19.83)
"125","Dalbergia foliolosa","BR","","Estação Biológica de Caratinga (E.B.C.). (Fazenda Montes Claros). 400km East of Belo Horizonte, vicinity of Rio Manhuacú, Valley of Rio Doce.",-41.83,-19.83,NA,1051225879,"Fabaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",c(-41.83, -19.83)
"126","Lychnophora pinaster","BR","","Parque Natural do Caraça. Trilha em direção ao Pico da Carapuça.",-43.47,-20.1,NA,1252635464,"Asteraceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","K","Herbarium",c(-43.47, -20.1)
"127","Alatococcus siqueirae","BR","","Linhares, prvoacao a Linhares beira rio",-39.83,-19.55,NA,1703256361,"Sapindaceae","SPECIES",0.2,2011,"PRESERVED_SPECIMEN","K","Herbarium",c(-39.83, -19.55)
"128","Rudgea jasminoides","BR","","Santa Teresa, Est. Biol. da Caixa D'agua",-40.6,-19.92,NA,912081908,"Rubiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","K","Herbarium",c(-40.6, -19.92)
"129","Rudgea jasminoides","BR","","Santa Teresa, Morro do Loteamento Jardim das Montanhas",-40.6,-19.92,NA,912081926,"Rubiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","K","Herbarium",c(-40.6, -19.92)
"130","Myrcia guianensis","BR","","Serra do Cipo. Km 123 Belo Horizonte-Conceicao do Mato Dentro",-43.42,-19.17,NA,912295082,"Myrtaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","K","Herbarium",c(-43.42, -19.17)
"131","Kielmeyera coriacea","BR","Minas Gerais","Morro da Pedras, ca. 37 km N.E. of Patrocínio",-43.248576,-19.948004,NA,1930480716,"Calophyllaceae","SPECIES",5000,1970,"PRESERVED_SPECIMEN","NY","NY",c(-43.248576, -19.948004)
"132","Vantanea obovata","BR","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",-43.4,-18.87,NA,1928849288,"Humiriaceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.4, -18.87)
"133","Chusquea nutans","BR","Minas Gerais","Parque Natural e Santuário do Caraça, along creek that flows into Rio Caraça, near the Piscina",-42.37,-19.97,NA,1929066759,"Poaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","NY","NY",c(-42.37, -19.97)
"134","Vernonanthura divaricata","BR","Minas Gerais","State Agricultural School.",-42.868031,-20.761343,NA,1927888223,"Asteraceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
"135","Inga sessilis","BR","Minas Gerais","Serra do Espinhaço, on middle slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto",-43.505833,-20.3874,NA,1930051267,"Fabaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",c(-43.505833, -20.3874)
"136","Miconia fasciculata","BR","Espírito Santo","Entrada da trilha para o Alto Misterioso. Em frente ao cafezal. Arbustaria.",-40.76863,-19.8038,NA,1929796617,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","NY","NY",c(-40.76863, -19.8038)
"137","Guarea blanchetii","BR","Espírito Santo","Forest behind Faz. Lagoa Nova, reached by 2 km of dirt rd. turning left at 23 km from bridge at W edge of Linhares on rd. to Bananal",-40.2,-19.28,NA,1930663810,"Meliaceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","NY","NY",c(-40.2, -19.28)
"138","Pleroma fragae","BR","Espírito Santo","Alto Moacir, Pedra de Cruzeiro, propr. Landislau.",-40.5508,-19.3481,NA,1931108623,"Melastomataceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","NY","NY",c(-40.5508, -19.3481)
"139","Pera glabrata","BR","Espírito Santo","15 de Agosto. Terreno de G. Pazollini. Estrada para o alto da serra.",-40.6889,-19.8025,NA,1928395736,"Peraceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","NY","NY",c(-40.6889, -19.8025)
"140","Albizia lebbeck","BR","Minas Gerais","Parque Estadual do Rio Doce, Marliéria, estrada Restaurante-Laboratório, perto Laboratório",-42.62,-19.77,NA,1930008438,"Fabaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","NY","NY",c(-42.62, -19.77)
"141","Bauhinia rufa","BR","Minas Gerais","Parque Estadual do Rio Doce. Folha SE-23-Z-D. Ponto 288",-42.62,-19.78,NA,1930353901,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",c(-42.62, -19.78)
"142","Solanum decorum","BR","Minas Gerais","Serra do Caraça, póximo à cascatinha.",-43.4154792631713,-19.9632093958864,NA,1929715871,"Solanaceae","SPECIES",33136,1997,"PRESERVED_SPECIMEN","NY","NY",c(-43.4154792631713, -19.9632093958864)
"143","Vochysia tucanorum","BR","Minas Gerais","Caraça",-43.488109,-20.098789,NA,1930389482,"Vochysiaceae","SPECIES",NA,1972,"PRESERVED_SPECIMEN","NY","NY",c(-43.488109, -20.098789)
"144","Trichilia quadrijuga","BR","Espírito Santo","Estrada de Linhares para o Pontal do Vale, ca. 8.1 após o viaduto, ramal à direita para Povoação. Ca. 27.8 km da estrada.",-39.8875,-19.506111,NA,1929429325,"Meliaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","NY","NY",c(-39.8875, -19.506111)
"145","Emmotum nitens","BR","Minas Gerais","Caratinga. Estacao Biologica de Caratinga.",-41.83,-19.67,NA,1929085136,"Metteniusaceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","NY","NY",c(-41.83, -19.67)
"146","Ficus obtusifolia","BR","Minas Gerais","Rio Santo Antônio.",-43.4248788829597,-19.0409924221712,NA,1928423038,"Moraceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","NY","NY",c(-43.4248788829597, -19.0409924221712)
"147","Maprounea guianensis","BR","Minas Gerais","Viçosa; UFV; Reserva Florestal do Paraíso",-42.8818438826343,-20.758024038568,NA,1928875207,"Euphorbiaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","NY","NY",c(-42.8818438826343, -20.758024038568)
"148","Tapirira guianensis","BR","Espírito Santo","Povoaçao",-40.071853011446,-19.3949002236543,NA,1929549149,"Anacardiaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","NY","NY",c(-40.071853011446, -19.3949002236543)
"149","Croton salutaris","BR","Minas Gerais","South-eastern drainage of Pico de Itambé, about 5km directly west and north of Santo Antônio de Itambé",-43.351,-18.4489,NA,1930224105,"Euphorbiaceae","SPECIES",10000,1972,"PRESERVED_SPECIMEN","NY","NY",c(-43.351, -18.4489)
"150","Miconia fasciculata","BR","Espírito Santo","Trilha para o Alto Misterioso. Arbustaria.",-40.77027,-19.80355,NA,1928168826,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","NY","NY",c(-40.77027, -19.80355)
"151","Protium warmingianum","BR","Espírito Santo","Liberdade, Prop. Lorenccini Deoclécio",-40.516,-19.35428,NA,1928182279,"Burseraceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","NY","NY",c(-40.516, -19.35428)
"152","Pouteria guianensis","BR","Minas Gerais","PARQUE ESTADUAL DO RIO DOCE. On peninsula at Lake Helvécio near ""Casa de Tábua"" guest house.",-42.6,-19.77,NA,1928352534,"Sapotaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","NY","NY",c(-42.6, -19.77)
"153","Senna macranthera","BR","Minas Gerais","Palácio, Serra do Cipó, km 135 (ca. 150 km N. of Belo Horizonte).",-43.38,-18.82,NA,1930073069,"Fabaceae","VARIETY",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.38, -18.82)
"154","Cassia ferruginea","BR","Minas Gerais","Serra do Cipó, km 171, próximo à cidade de Conceiçao do Mato Dentro",-43.4248788829597,-19.0409924221712,NA,1929719560,"Fabaceae","SPECIES",60318,1978,"PRESERVED_SPECIMEN","NY","NY",c(-43.4248788829597, -19.0409924221712)
"155","Miconia chartacea","BR","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.",-40.5911,-19.9086,NA,1931092410,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","NY","NY",c(-40.5911, -19.9086)
"156","Rudgea jasminoides","BR","Minas Gerais","Atlantic forest, Caratinga. Estacao Biologica de Caratinga.",-41.83,-19.67,NA,1928815082,"Rubiaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",c(-41.83, -19.67)
"157","Miconia prasina","BR","Espírito Santo","Começo da trilha para o Alto Misterioso. Em frente ao cafezal. Arbustaria.",-40.76863,-19.8038,NA,1929302233,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","NY","NY",c(-40.76863, -19.8038)
"158","Senna multijuga","BR","Minas Gerais","State Agricultural School, Viçosa",-42.868031,-20.761343,NA,1928311794,"Fabaceae","VARIETY",NA,1959,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
"159","Bathysa nicholsonii","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868031,-20.761343,NA,1929556262,"Rubiaceae","SPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
"160","Lecythis lurida","BR","Minas Gerais","Parque Est. Rio Doce",-42.7319,-19.7131,NA,1931040210,"Lecythidaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","NY","NY",c(-42.7319, -19.7131)
"161","Lychnophora salicifolia","BR","Minas Gerais","Serra do Cipó, ca. km. 109 (ca. 134km N. of Belo Horizonte).",-43.4,-18.97,NA,1928278258,"Asteraceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.4, -18.97)
"162","Campomanesia rufa","BR","Minas Gerais","Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).",-43.38,-18.82,NA,1928145170,"Myrtaceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.38, -18.82)
"163","Mabea fistulifera","BR","Minas Gerais","Estação Biológica de Caratinga.",-41.83,-19.67,NA,1928159526,"Euphorbiaceae","SUBSPECIES",NA,1984,"PRESERVED_SPECIMEN","NY","NY",c(-41.83, -19.67)
"164","Pleroma fragae","BR","Espírito Santo","Distrito de 25 de Julho, localidade Bela Vista",-40.570928,-19.76774,NA,1929332750,"Melastomataceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","NY","NY",c(-40.570928, -19.76774)
"165","Apuleia leiocarpa","BR","Minas Gerais","Caratinga, Estacao Biologica de Caratinga.",-41.83,-19.67,NA,1930998838,"Fabaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","NY","NY",c(-41.83, -19.67)
"166","Mimosa bimucronata","BR","Minas Gerais","Serra do Espinhaço, ca. 3 km N. of Mariana, road to Santa Bárbara",-43.418056,-20.37495,NA,1928736557,"Fabaceae","SPECIES",NA,1971,"PRESERVED_SPECIMEN","NY","NY",c(-43.418056, -20.37495)
"167","Platypodium elegans","BR","Minas Gerais","4 km. N. of Teixeiras on road to Ponte Nova.",-42.8568420854981,-20.6549222475814,NA,1928036832,"Fabaceae","SUBSPECIES",NA,1958,"PRESERVED_SPECIMEN","NY","NY",c(-42.8568420854981, -20.6549222475814)
"168","Aloysia virgata","BR","Minas Gerais","State Agricultural School, Viçosa",-42.868031,-20.761343,NA,1928072066,"Verbenaceae","VARIETY",NA,1958,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
"169","Clusia criuva","BR","Minas Gerais","Serra do Espinhaço, summit and upper slopes, south side of Serra da Piedade, ca. 5 km N. of Caeté",-43.49265,-20.1263,NA,1930365722,"Clusiaceae","SUBSPECIES",10000,1971,"PRESERVED_SPECIMEN","NY","NY",c(-43.49265, -20.1263)
"170","Senna silvestris","BR","Minas Gerais","Serra do Espinhaço, Serra dos Três Irmãos, ca. 3 km southwest of Agua Boa, road to Jequitaí",-42.3894,-17.99645,NA,1928541420,"Fabaceae","VARIETY",5000,1969,"PRESERVED_SPECIMEN","NY","NY",c(-42.3894, -17.99645)
"171","Eremanthus glomerulatus","BR","Minas Gerais","2 km from Chapeu do Sol, Serra do Cipó",-43.4248788829597,-19.0409924221712,NA,1930193959,"Asteraceae","SPECIES",NA,1980,"PRESERVED_SPECIMEN","NY","NY",c(-43.4248788829597, -19.0409924221712)
"172","Eremanthus crotonoides","BR","Minas Gerais","Aendorinhas",-43.5082859302814,-20.2916151948885,NA,1929227680,"Asteraceae","SPECIES",44599,1951,"PRESERVED_SPECIMEN","NY","NY",c(-43.5082859302814, -20.2916151948885)
"173","Miconia paniculata","BR","Espírito Santo","Ca. 22 km de Ibatiba , na estrada para Vitória. Ramal à esquerda, ca. 1,5km.",-41.34342,-20.2303,NA,1929232804,"Melastomataceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","NY","NY",c(-41.34342, -20.2303)
"174","Pseudopiptadenia contorta","BR","Minas Gerais","Rio S. Antonio",-43.4248788829597,-19.0409924221712,NA,1929818854,"Fabaceae","SPECIES",NA,1974,"PRESERVED_SPECIMEN","NY","NY",c(-43.4248788829597, -19.0409924221712)
"175","Ilex dumosa","BR","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",-43.4,-18.87,NA,1931228499,"Aquifoliaceae","VARIETY",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.4, -18.87)
"176","Pilocarpus grandiflorus","BR","Espírito Santo","8 km W of Linhares on road to Colatina (on north side of Rio Doce).",-40.12,-19.37,NA,1929549767,"Rutaceae","SPECIES",NA,1988,"PRESERVED_SPECIMEN","NY","NY",c(-40.12, -19.37)
"177","Xylopia aromatica","BR","Minas Gerais","Parque Estadual do Rio Doce. On peninsula at lake Helvécio.",-42.6,-19.77,NA,1931162979,"Annonaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","NY","NY",c(-42.6, -19.77)
"178","Vochysia tucanorum","BR","Minas Gerais","Caraça, trail to Cascatinha, behind monastery, Parque Natural de Caraça.",-43.5,-20.25,NA,1928521044,"Vochysiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","NY","NY",c(-43.5, -20.25)
"179","Dialium guianense","BR","Minas Gerais","Parque Estadual do Rio Doce. On península at Lake Helvécio. Lake shore near bathing area.",-42.6,-19.77,NA,1929383528,"Fabaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","NY","NY",c(-42.6, -19.77)
"180","Senna reniformis","BR","Minas Gerais","Serra do Cipó, ca. km. 105 (ca. 130km N. of Belo Horizonte).",-43.4,-19,NA,1929841928,"Fabaceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.4, -19)
"181","Hymenolobium janeirense","BR","Minas Gerais","Parque Estadual do Rio Doce. On peninsula at Lake Helvécio, near hotel",-42.6,-19.77,NA,1929840835,"Fabaceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","NY","NY",c(-42.6, -19.77)
"182","Siparuna brasiliensis","BR","Minas Gerais","Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).",-43.38,-18.82,NA,1928568601,"Siparunaceae","SPECIES",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.38, -18.82)
"183","Stryphnodendron polyphyllum","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868031,-20.761343,NA,1929515268,"Fabaceae","VARIETY",NA,1959,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
"184","Casearia melliodora","BR","Espírito Santo","Forest behind Fazenda Lagoa Nova, reached by 2 km of dirt road turning left at 23 km from bridge at W edge of LInhares on rd to Bananal.",-40.2,-19.28,NA,1930091969,"Salicaceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","NY","NY",c(-40.2, -19.28)
"185","Pseudopiptadenia contorta","BR","Minas Gerais","Parque Estadual do Rio Doce",-42.6443267716943,-19.5866031944136,NA,1930225582,"Fabaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","NY","NY",c(-42.6443267716943, -19.5866031944136)
"186","Angostura bracteata","BR","Espírito Santo","NW of Cachoeiro do Itapemirim, Morro Grande, behind marble sawmill on S side of road to Jerônimo Monteiro (BR-482) 2 km NW of junction with road to Muqui (BR-393).",-41.17,-20.25,NA,1928360680,"Rutaceae","SPECIES",NA,1995,"PRESERVED_SPECIMEN","NY","NY",c(-41.17, -20.25)
"187","Ocotea insignis","BR","Minas Gerais","Caratinga. Estaçao Biologica de Caratinga",-41.83,-19.67,NA,1929642763,"Lauraceae","SPECIES",NA,1984,"PRESERVED_SPECIMEN","NY","NY",c(-41.83, -19.67)
"188","Cassia ferruginea","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868031,-20.761343,NA,1930925296,"Fabaceae","VARIETY",NA,1958,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
"189","Picramnia ramiflora","BR","Espírito Santo","Fazenda Sao Jorge, 18 km from church in Bananal on paved road from Bananal to Novo Brazil, behind house.",-40.425,-19.208,NA,1928972175,"Picramniaceae","SPECIES",NA,1995,"PRESERVED_SPECIMEN","NY","NY",c(-40.425, -19.208)
"190","Inga edulis","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868031,-20.761343,NA,1927996634,"Fabaceae","SPECIES",NA,1959,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
"191","Richeria grandis","BR","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",-43.4,-18.87,NA,1930806027,"Phyllanthaceae","VARIETY",5000,1968,"PRESERVED_SPECIMEN","NY","NY",c(-43.4, -18.87)
"192","Vismia brasiliensis","BR","Minas Gerais","State Agricultural School, Viçosa.",-42.868031,-20.761343,NA,1928709539,"Hypericaceae","SPECIES",NA,1959,"PRESERVED_SPECIMEN","NY","NY",c(-42.868031, -20.761343)
